incorrect	correct
아크릴애미데	아크릴아미드
아크릴애미드	아크릴아미드
아크릴에이미데	아크릴아미드
아크릴에이미드	아크릴아미드
아크릴오니트릴	아크릴로니트릴
아크마이즘	아크메이즘
아크터러스	아르크투루스
아크투루스	아르크투루스
아키 모션	아치모션
아키 모우션	아치모션
아키도시스	아시도시스
아키도시즈	아시도시스
아키스트라	오케스트라
아키텍추어	아키텍처
아키텍춰	아키텍처
아킬기	아실기
아킬레기아	아퀼레지아
아킬레우스 타시오스	아킬레우스 타티오스
아킬레우스 테이셔스	아킬레우스 타티오스
아킬레우스 테티오스	아킬레우스 타티오스
아킬레우즈	아킬레우스
아킬레즈	아킬레스
아킬로코스	아르킬로코스
아타나시우즈	아타나시우스
아타맨	아타만
아타바베다	아타르바베다
아타바스카호	애서배스카호
아타사스트라	아르타샤스트라
아타쉐케이스	아타셰케이스
아타왈파	아타우알파
아타이	야타이야자
아타후알파	아타우알파
아테 포버라	아르테포베라
아테나에오스	아테나이오스
아테토즈	아테토제
아텔리어	아틀리에
아텔리어 극장	아틀리에 극장
아텔리에 극장	아틀리에 극장
아토미슴	아토미즘
아토티프	아토타이프
아토팁	아토타이프
아토파이성 체질	아토피성 체질
아트 타이틀레	아트 타이틀
아트 티틀	아트 타이틀
아트 페퍼	아트페이퍼
아트노우베아우	아르누보
아트랙션	어트랙션
아트로크	아트록
아트로파인	아트로핀
아트리엄	아트리움
아트리우스	아트레우스
아트스 앤드 크래프트스 운동	아츠 앤드 크래프츠 운동
아트우드의 기계	애트우드의 기계
아트웍크	아트워크
아트하바스카호	애서배스카호
아틀란티스	어틀랜티즈
아틀란티즈	아틀란티스
아틀란티즈	어틀랜티즈
아틀랜티스	아틀란티스
아틀랜티스	어틀랜티즈
아티잔	아르티장
아티장	아르티장
아티쵸크	아티초크
아티튜드	애티튜드
아파렐 산업	어패럴 산업
아파렐산업	어패럴 산업
아파르트하이트	아파르트헤이트
아파르트헤잇	아파르트헤이트
아파쉬 단스	아파슈당스
아파크 단스	아파슈당스
아파타잇	아파타이트
아파트헤이드	아파르트헤이트
아퍼리티프	아페리티프
아퍼크로마틱 렌즈	애퍼크로매틱렌즈
아퍼토	아페르토
아페기오	아르페지오
아페기오네	아르페지오네
아페지오	아르페지오
아페지오네	아르페지오네
아페크	에이펙
아펠레즈	아펠레스
아포리슴	아포리즘
아포모르파인	아포모르핀
아포몰핀	아포모르핀
아포스린	아포크린샘
아포지아투라	아포자투라
아포크라이파	아포크리파
아포크라인샘	아포크린샘
아포크로맛	아포크로마트
아포크로매틱 렌즈	애퍼크로매틱렌즈
아폴로니오즈	아폴로니오스
아폴로니우즈	아폴로니우스
아폴로도로즈	아폴로도로스
아프그한	아프간
아프런	에이프런
아프레또소	아프레토소
아프레스게레	아프레게르
아프로다이트	아프로디테
아프로수반	아프로큐반
아프로쿠반	아프로큐반
아프로쿠번	아프로큐반
아프로큐반 라이듬	아프로큐반리듬
아프로큐반 라이슴	아프로큐반리듬
아프로큐반 리슴	아프로큐반리듬
아프로큐번	아프로큐반
아프로키	어프로치
아프론	에이프런
아프리카 마우리티우스 공동 기구	아프리카 모리셔스 공동 기구
아프리카 카립 태평양 제국 연합	아프리카 카리브 태평양 제국 연합
아프리카네르	아프리카너
아프리카마우리티우스공동기구	아프리카 모리셔스 공동 기구
아프리카안즈어	아프리칸스어
아프리카카립태평양제국연합	아프리카 카리브 태평양 제국 연합
아프리칸데르	아프리칸더
아프리칸드로푸스	아프리칸트로푸스
아프리칸드로푸즈	아프리칸트로푸스
아프리칸스로푸스	아프리칸트로푸스
아프리칸스로푸즈	아프리칸트로푸스
아프리칸즈어	아프리칸스어
아프리칸트로푸즈	아프리칸트로푸스
아프즈	애프스
아프카니	아프가니
아프칸	아프간
아프칸하운드	아프간하운드
아프터 레코딩	애프터리코딩
아프터버너	애프터버너
아프터부너	애프터버너
아프터서비스	애프터서비스
아프터써비스	애프터서비스
아프터케리	애프터케어
아프터케어	애프터케어
아플라낫	아플라나트
아플라잇	애플라이트
아플레톡신	아플라톡신
아플리트	애플릿
아피네기하학	아핀 기하학
아피아시어	아피아체레
아피일	어필
아피타이저	애피타이저
아필란드라	아펠란드라
아후라 매즈다	아후라마즈다
아흐리만	아리만
아흐메스	아아흐메스
악메이즘	아크메이즘
악바르	아크바르
악서로프톨	악세로프톨
악세사리	액세서리
악세서리	액세서리
악세스 타임	액세스타임
악세스 티메	액세스타임
악세스 팀	액세스타임
악세스 프로그램	액세스프로그램
악센타토	아첸타토
악셀러란도	아첼레란도
악셀러레이트	액셀러레이터
악셀레이터	액셀
악셉터	억셉터
악션 드라마	액션 드라마
악솔로틀	아홀로틀
악시덴트	옥시덴트
악토마이오신	액토미오신
악튬해전	악티움 해전
악티노마이세즈	액티노마이세스
악티노메터	액티노미터
악티노미세스	액티노마이세스
악티노미신	악티노마이신
악티노미코오즈	악티노미코오제
악티노미터	액티노미터
악티노미테르	액티노미터
악티노우라니움	악티노우라늄
악티눔	악티늄
악티니움	악티늄
악티니움 케이	악티늄 케이
악티니움케이	악티늄 케이
악티브	액티브
악티브 조나	액티브소나
악티비티 프로그람	액티비티프로그램
악티비티 프로그램	액티비티프로그램
악팅 아리아	액팅에어리어
안 여왕	앤 여왕
안겔루스벨	안젤루스벨
안그코르	앙코르
안글리칸 교회	앵글리칸 교회
안기나	앙기나
안나 카리니나	안나 카레니나
안나벨 리	애너벨리
안느 여왕	앤 여왕
안느의 일기	안네의 일기
안다스핀	언더스핀
안달루샤의 개	안달루시아의 개
안더그라운드	언더그라운드
안더라이터	언더라이터
안더스핀	언더스핀
안더웨어	언더웨어
안더파	언더파
안더핸드패스	언더핸드패스
안도시안	안토시안
안돌로지	앤솔러지
안드 런	앤드런
안드 룬	앤드런
안드라센	안트라센
안드라퀴논	안트라퀴논
안드로마쉐	안드로마케
안드로마쉬	안드로마케
안드로마체	안드로마케
안드로마크	앙드로마크
안드로마키	앙드로마크
안드로즈섬	안드로스섬
안드롤러지	앤드롤로지
안드롤로쥐	앤드롤로지
안드롤로지	앤드롤로지
안서라인	앤서린
안서린	앤서린
안세린	앤서린
안세일렌	안자일렌
안셀무즈	안셀무스 (안셀름)
안소니	앤터니
안솔로지	앤솔러지
안슈리엄	앤슈리엄
안슈리움	앤슈리엄
안스라센	안트라센
안스라퀴논	안트라퀴논
안시엔 레짐	앙시앵레짐
안시크	안지히
안오쿠메네	안외쿠메네
안저스	앤저스
안제일렌	안자일렌
안젤루즈	안젤루스
안젤피쉬	에인절피시
안젤피시	에인절피시
안주스	앤저스
안지 전쟁	안즈 전쟁
안지오텐시노겐	앤지오텐시노겐
안지오텐시노젠	앤지오텐시노겐
안지오텐신	앤지오텐신
안지전쟁	안즈 전쟁
안쯔 전쟁	안즈 전쟁
안쯔전쟁	안즈 전쟁
안찌 전쟁	안즈 전쟁
안크리	앙크르
안클릿	앵클릿
안타 이야기	안타르 이야기
안타레즈	안타레스
안탈키다즈의 화약	안탈키다스의 화약
안터니	앤터니
안테나샾	안테나숍
안테나솝	안테나숍
안테나쇼프	안테나숍
안테나숖	안테나숍
안테어즈	안타레스
안텐나	안테나
안토니	앤터니
안토니누스 파이우스	안토니누스 피우스
안토니누스 피우즈	안토니누스 피우스
안토샨	안토시안
안티고노즈 일세	안티고노스 일세
안티노스크	앤티노크
안티노스크성	앤티노크성
안티노스킹제	앤티노킹제
안티노킹제	앤티노킹제
안티녹성	앤티노크성
안티덤핑	앤티덤핑 관세
안티둠핑	앤티덤핑 관세
안티로만	앙티로망
안티미사일	앤티미사일
안티미실	앤티미사일
안티바이타민	안티비타민
안티버리버린	안티베리베린
안티센타	안티센터
안티소로나	안티코로나
안티스티네즈	안티스테네스
안티시아트르	앙티테아트르
안티시즈	안티테제
안티아욱신	안티옥신
안티오초스	안티오코스 일세
안티오코즈	안티오코스 일세
안티커돈	안티코돈
안티코던	안티코돈
안티쿠에	앤티크
안티크	앙티크
안티크리이퍼	앤티크리퍼
안티크리퍼	앤티크리퍼
안티트루스트법	앤티트러스트법
안티퍼디스 제도	앤티퍼디스 제도
안티퍼디즈 제도	앤티퍼디스 제도
안티포데스 제도	앤티퍼디스 제도
안티프라턴	앤티프로톤
안티피라인	안티피린
안틸레스 해류	앤틸리스 해류
안틸리스 해류	앤틸리스 해류
안틸리즈 해류	앤틸리스 해류
안후파	안푸파
알 파인	알피네
알 피	알피우
알가로스가루	알가로트가루
알게닙	알게니브
알게리	알제리
알게리에	알제리
알게시라스 외래어 심의회	알헤시라스 회의
알고리슴	알고리듬
알고리슴	알고리즘
알니소 합금	알니코 합금
알도오즈	알도오스
알도제	알도오스
알드바란	알데바란
알드배런	알데바란
알드하이드	알데히드
알드히드	알데히드
알디에스에스	아르디에스에스
알디에프	아르디에프
알라간도	알라르간도
알라나인	알라닌
알라릭	알라리크
알라모데 문학	알라모드 문학
알라바마인	앨라배민
알라바스터	앨러배스터
알라이	알리
알라흐	알라
알란푸르니어	알랭푸르니에
알랭푸르니어	알랭푸르니에
알러게니강	앨러게니강
알러겐	알레르겐
알러만족	알라만족
알러배민	앨라배민
알러젠	알레르겐
알러카시아	알로카시아
알러페인	앨러페인
알런의 규칙	앨런의 규칙
알레그레또	알레그레토
알레그레씨모	알레그리시모
알레그레토 쿼시 안단티노	알레그레토콰시안단티노
알레그로 아싸이	알레그로아사이
알레그로 지우스토	알레그로주스토
알레만데	알망드
알레스키노	아를레키노
알레우트족	알류트족
알레이	앨리
알레인	알랭
알레인푸르니어	알랭푸르니에
알레지	알레르기
알레퀸	아를르캥
알렉산드리트	알렉산드라이트
알렉산드린	알렉상드랭
알렉세이 미카일로비치	알렉세이 미하일로비치
알렉세이 미카일로비키	알렉세이 미하일로비치
알렉세이 미하일로비키	알렉세이 미하일로비치
알렉세이 페트로비키	알렉세이 페트로비치
알렉세이 페트로피치	알렉세이 페트로비치
알렉세이 페트로피키	알렉세이 페트로비치
알렐루이아	알렐루야
알로마이세즈	알로마이세스
알로미세스	알로마이세스
알로사우러스	알로사우루스
알로사우러스	알로사우루스
알로스터릭 효과	앨러스테릭 효과
알로스테릭 효과	앨러스테릭 효과
알로카지아	알로카시아
알로판	앨러페인
알로펀	앨러페인
알로하 오예	알로하오에
알로하셔트스	알로하셔츠
알로하쉬어츠	알로하셔츠
알로하쉬츠	알로하셔츠
알로흐아	알로하
알루마이노 규산	알루미노 규산
알루멀	알루멜
알루미나 세민트	알루미나시멘트
알루미늄 호일	알루미늄포일
알루미트	알루마이트
알룬둠	알런덤
알류마이노 규산	알루미노 규산
알류미노 규산	알루미노 규산
알류미논	알루미논
알류미트	알루마이트
알륫족	알류트족
알르게니강	앨러게니강
알르만	알레만
알리가터	앨리게이터
알리가토르	앨리게이터
알리게이터	앨리게이터
알리그네멘트	알리뉴망
알리그레멘트	알레그라멘테
알리그로	알레그로
알리그로 기우스토	알레그로주스토
알리그로 논 탄토	알레그로논 탄토
알리그로 디 몰토	알레그로디 몰토
알리그로 마 그라지오소	알레그로마 그라치오소
알리그로 마 논 트로포	알레그로마 논트로포
알리그로 모더라토	알레그로 모데라토
알리그로 벤 모더라토	알레그로벤 모데라토
알리그로 비바세	알레그로비바체
알리그로 콘 브리오	알레그로콘 브리오
알리그로 콘 푸오코	알레그로콘 푸오코
알리그로아기타토	알레그로아지타토
알리그로어사이	알레그로아사이
알리그리시모	알레그리시모
알리그리토	알레그레토
알리그리토 셔잔도	알레그레토스케르찬도
알리그리토 쿠아시 안단티노	알레그레토콰시안단티노
알리다드	앨리데이드
알리데이드	앨리데이드
알리비	알리바이
알리슘	알리숨
알리쑴	알리숨
알리아스	에일리어스
알리어스	에일리어스
알리우트족	알류트족
알릴루이아	알렐루야
알릴알콜	알릴알코올
알마제스트	알마게스트
알마타야자	아르마타야자
알몬드	아몬드
알바이트	아르바이트
알바트로스	앨버트로스
알바트로즈	앨버트로스
알버도	알베도
알버르투스 마그누스	알베르투스 마그누스
알버모오스	알부모오스
알버모오즈	알부모오스
알버미노이드	알부미노이드
알버민	알부민
알버투스 마그누스	알베르투스 마그누스
알버트호	앨버트호
알베르투스 마그너스	알베르투스 마그누스
알베르투스 망누스	알베르투스 마그누스
알베르트호	앨버트호
알베이트	아르바이트
알부모오즈	알부모오스
알비리오	알비레오
알비이	아르비이
알비지오이스파	알비주아파
알비지오이스파	알비주아파
알비톨리나	오르비톨리나
알세스티스	알케스티스
알스터	얼스터
알알 방식	아르아르 방식
알알 합금	아르아르 합금
알알방식	아르아르 방식
알알알 폭탄	아르아르아르 폭탄
알알알폭탄	아르아르아르 폭탄
알알합금	아르아르 합금
알앤드비	아르 앤드 비
알앤비	아르 앤드 비
알에스시	아르에스시
알에이에스	래스
알에이치	아르에이치
알에이치 네가티브	아르에이치 네거티브
알에이치 마이나스	아르에이치 마이너스
알에이치 인자	아르에이치 인자
알에이치 포지티브	아르에이치 포지티브
알에이치 플러스	아르에이치 플러스
알에이치네가티브	아르에이치 네거티브
알에이치마이나스	아르에이치 마이너스
알에이치포지티브	아르에이치 포지티브
알에이치플러스	아르에이치 플러스
알에치	아르에이치
알에치 인자	아르에이치 인자
알에프값	아르에프값
알엔에이	아르엔에이
알엠시	아르엠시
알엠씨	아르엠시
알오아이	아르오아이
알오엠	롬
알오케이에이	로카
알오케이에이	아르오케이에이
알오티시	아르오티시
알오티씨	아르오티시
알이엠수면	렘수면
알인원	올인원
알자스로라이네	알자스로렌
알자스로라인	알자스로렌
알자스로레이네	알자스로렌
알제니브	알게니브
알제리에	알제리
알즈하이머병	알츠하이머(병)
알즈헤이머병	알츠하이머(병)
알지비 신호	아르지비 신호
알지비신호	아르지비 신호
알츠헤이머병	알츠하이머(병)
알카로시스	알칼로시스
알카로이드	알칼로이드
알카리	알칼리
알카리 셀룰로스	알칼리셀룰로오스
알카시드	알카치트
알카에오스	알카이오스
알카에오즈	알카이오스
알카일	알킬
알칼로시즈	알칼로시스
알칼리 살크	알칼리 칼크 지수
알칼리 셀룰로오즈	알칼리셀룰로오스
알코베	알코브
알코올 부너	알코올버너
알코트 프레스	올코트프레스
알코홀	알코올
알콜램프	알코올램프
알콜버너	알코올버너
알쿠인	앨퀸 (에얼흐위네)
알크로신	아크로신
알키네	알킨
알키비아데즈	알키비아데스
알킬설페잇	알킬설페이트
알킬술페이트	알킬설페이트
알킬알루미니움	알킬알루미늄
알킬앨루미늄	알킬알루미늄
알킬앨루미니움	알킬알루미늄
알킬피놀	알킬페놀
알터미라 동굴	알타미라 동굴
알테르	알타이르
알테어	알타이르
알토 삭소폰	알토색소폰
알토 삭소폰네	알토색소폰
알토 색소폰네	알토색소폰
알토 오른	알토호른
알토 오보이	알토오보에
알토 클라리네트	알토클라리넷
알토 클레리넷	알토클라리넷
알토 트람본	알토트롬본
알토 플룻	알토플루트
알토 혼	알토호른
알토비욜	알토비올
알토플룻트	알토플루트
알트루이슴	앨트루이즘
알트루이즘	앨트루이즘
알티오	아르티오
알파 셀룰로오즈	알파셀룰로오스
알파 티스트	알파테스트
알파이니스트	알피니스트
알파인 스카이	알파인스키
알파페터프로테인	알파페토프로테인
알팩스	알팍스
알펜스톡	알펜슈토크
알프레드 대왕	앨프레드 대왕
알프릭	앨프릭
알피네 종목	알파인 종목
알피브이	아르피브이
알피엠	아르피엠
알피화	아르피화
알핀 종목	알파인 종목
알함브라궁전	알람브라 궁전
암모나이테	암모나이트
암모나잇	암모나이트
암모날러시스	암모놀리시스
암모날리시스	암모놀리시스
암모놀라이시스	암모놀리시스
암모늄 아말검	암모늄아말감
암모늄 아맬검	암모늄아말감
암모늄 어맬감	암모늄아말감
암모니아 서다법	암모니아 소다법
암모니아 소더법	암모니아 소다법
암모니움	암모늄
암모니움 이온	암모늄 이온
암모니움이온	암모늄 이온
암버 유리	앰버 유리
암소철	암코철
암스테르담 인터내쇼날	암스테르담인터내셔널
암스테르담 인터내이셔널	암스테르담인터내셔널
암스테르담 인테르내셔널	암스테르담인터내셔널
암퍼실린	암피실린
암퍼타마인	암페타민
암퍼타민	암페타민
암페리	암페어
암페타마인	암페타민
암플린다인	앰플리다인
암플스타일	앰플스타일
암피어	암페어
암피어미터	암페어미터
암피테아트리	앙피테아트르
암호울	암홀
암홀레	암홀
압 바크르	아부바크르
압사일렌	압자일렌
압스트랙트 발렛	앱스트랙트발레
압신테	압생트
압신트	압생트
압티마	옵티마
압티마테스	옵티마테스
압티멈	옵티멈
압티메타	옵티미터
압티미슴	옵티미즘
압티컬파이로메터	옵티컬파이로미터
압틱키아즈마	옵틱키아스마
앗시시	아시시
앗우드의 기계	애트우드의 기계
앙가쥐망	앙가주망
앙글레	앵글
앙글레족	앵글족
앙글리칸 교회	앵글리칸 교회
앙글족	앵글족
앙드로마끄	앙드로마크
앙쌍블	앙상블
앙쌍블 스테레오	앙상블스테레오
앙장베망	앙장브망
앙지나	앙기나
앙케에트	앙케트
앙케이트	앙케트
앙코르	앵커
앙콜레 왕국	안콜레 왕국
앙클 톰스 캐빈	엉클 톰스 캐빈
앙클릿	앵클릿
앙트러프러너	안트러프러너
앙트르프르뇌르	안트러프러너
애가치	아가치
애거러툼	아게라툼
애거로오스	아가로오스
애거로제	아가로오스
애거페	아가페
애게해	에게해
애고기크	아고기크
애고라	아고라
애굴라스	아굴라스곶
애굴라즈	아굴라스곶
애궁산	아궁산
애그네스	아그네스
애그니	아그니
애그로바크테리움	아그로박테리움
애그로박테리움	아그로박테리움
애그리비지니스	애그리비즈니스
애글리코네	아글리콘
애나우	아나우 유적
애나콘다	애너콘다
애나콘다	아나콘다
애낙사고라스	아낙사고라스
애낙시만드로스	아낙시만드로스
애낙시메네스	아낙시메네스
애너나즈	아나나스
애너로이드	아네로이드
애너모메터	애니모미터
애너모미터	애니모미터
애너모운	아네모네
애너모픽 렌스	애너모픽렌즈
애너모픽 린스	애너모픽렌즈
애너모픽 린즈	애너모픽렌즈
애너미즘	애니미즘
애너운서	아나운서
애너크레온	아나크레온
애너키스트	아나키스트
애너키즘	아나키즘
애너톡신	아나톡신
애너플라스마병	아나플라스마병
애너플라즈마병	아나플라스마병
애너필락시스	아나필락시스
애너필락시즈	아나필락시스
애널긴	아날긴
애널로그	아날로그
애널로기	아날로지
애널로지	아날로지
애널리저	애널라이저
애널진	아날긴
애네르기	아네르기
애네우린	아노이린
애노나임	아노님
애노님	아노님
애노데	애노드
애노락	아노락
애노말로스코프	아노말로스코프
애노멀로스코프	아노말로스코프
애노미	아노미
애노아	아노아
애노펠레스	아노펠레스
애노펠레즈	아노펠레스
애누비즈	아누비스
애니마	아니마
애니마토	아니마토
애니매션	애니메이션
애니매숀	애니메이션
애니맬리즘	애니멀리즘
애니머도큐멘타리	애니머다큐멘터리
애니머티슴	애니머티즘
애니멀리슴	애니멀리즘
애니메이숀	애니메이션
애니메이토	애니메이터
애니메이토그래프	애니매토그래프
애니메이토그랩	애니매토그래프
애니모네	아네모네
애니모다쿠멘타리	애니머다큐멘터리
애니모도큐멘타리	애니머다큐멘터리
애니모메터	애니모미터
애니무스	아니무스
애니미슴	애니미즘
애니사이딘	아니시딘
애니사키스	아니사키스
애니솔	아니솔
애니솔레	아니솔
애니스	아니스
애니시딘	아니시딘
애니온	아니온
애니톨	아네톨
애니톨레	아네톨
애닐라인	아닐린
애닐리드	아닐리드
애닐링	어닐링
애다기에토	아다지에토
애다기오	아다지오
애다기오 아사이	아다지오아사이
애더민	아데르민
애덜린	아달린
애덤사이트	애덤자이트
애덤자잇	애덤자이트
애덤즈	아담스물방개
애덤즈산	애덤스산
애도니스	아도니스
애도니즈	아도니스
애도름	아도름
애드 리비툼	아드리비툼
애드나인	아데닌
애드노사인	아데노신
애드노신	아데노신
애드노이드	아데노이드
애드닌	아데닌
애드리노크로메	아드레노크롬
애드리아해	아드리아해
애드립	애드리브
애드미턴스	어드미턴스
애드반타지	어드밴티지
애드밸루운	애드벌룬
애드밸룬	애드벌룬
애드벌루운	애드벌룬
애디라토	아디라토
애디안툼	아디안툼
애디제강	아디제강
애디타이아	아디트야
애디트야	아디트야
애디티	아디티
애라고나이트	아라고나이트
애라고나잇	아라고나이트
애라곤	아라곤
애라니아카	아라니아카
애라미드 섬유	아라미드 섬유
애라와크족	아라와크족
애라왁족	아라와크족
애라우칸족	아라우칸족
애라크네	아라크네
애라토즈	아라토스
애람 문자	아람 문자
애러비 파샤	아라비 파샤
애레겔리아	아레겔리아
애레오파고스 회의	아레오파고스 회의
애레오파고즈 회의	아레오파고스 회의
애로마라마	아로마라마
애로와나	아로와나
애로우헤드 스티치	애로헤드스티치
애로우호 사건	애로호 사건
애로티시즘	에로티시즘
애로틱하다	에로틱하다
애로팈하다	에로틱하다
애로히드 스티치	애로헤드스티치
애룬타	아룬타
애르갈리	아르갈리
애르갤리	아르갈리
애르고	아르고자리
애르고네	아르곤 구릉
애르곤	아르곤 구릉
애르곤	아르곤
애르기나아제	아르기나아제
애르기나인	아르기닌
애르기닌	아르기닌
애르기베	아르기브파
애르기브	아르기브파
애르노	아르노강
애르니카	아르니카
애르마딜로	아르마딜로
애르메리아	아르메리아
애르모리캥	아르모리캥 산지
애르미리아	아르메리아
애르벨라의 싸움	아르벨라의 싸움
애르보바이러스	아르보바이러스
애르보바이러즈	아르보바이러스
애르보비러스	아르보바이러스
애르보스	아르보스
애르보즈	아르보스
애르스페나민	아르스페나민
애르스피나미네	아르스페나민
애르자마스	아르자마스
애르지닌	아르기닌
애르지브	아르기브파
애르카스	아르카스
애르카즈	아르카스
애리만	아리만
애리스타르초스	아리스타르코스
애리스타르코스	아리스타르코스
애리스토텔레스	아리스토텔레스
애리스토텔레즈	아리스토텔레스
애리스토파네즈	아리스토파네스
애리스티데즈	아리스티데스
애리스티포즈	아리스티포스
애리아	아리아
애리아 부파	아리아부파
애리아 사마지	아리아사마지
애리아드네	아리아드네
애리안	아리안
애리안 로케트	아리안로켓
애리에타	아리에타
애리엘	아리엘
애리오소	아리오소
애리온	아리온
애리우즈	아리우스
애리크부카	아리크부카
애리크부크하	아리크부카
애리트로마이신	에리트로마이신
애리트로크루오린	에리트로크루오린
애리트로포이에틴	에리트로포이에틴
애리트로필라베고니아	에리트로필라베고니아
애릴기	아릴기
애마나 촌	아마나촌
애머너 촌	아마나촌
애머데우즈 현악사중주단	아마데우스 현악 사중주단
애머라바티	아마라바티
애머라버티	아마라바티
애머릴리스	아마릴리스
애머릴리즈	아마릴리스
애머존	아마존
애머추어	아마추어
애머추어리즘	아마추어리즘
애머톨	아마톨
애머튜어	아마추어
애머튜어리즘	아마추어리즘
애먼타디네	애먼타딘
애멀감	아말감
애멀검	아말감
애멘티아	아멘티아
애모니아	암모니아
애모로소	아모로소
애모르	아모르
애모리인	아모리인
애모바비탈	아모바비탈
애모바비털	아모바비탈
애모에바	아메바
애모이	아모이
애모즈	아모스
애목시실린	아목시실린
애몬족	암몬족
애무루인	아무루인
애무어루인	아무루인
애미그달린	아미그달린
애미네	아민
애미노	아미노
애미노돈	아미노돈
애미다아제	아미다아제
애미도기	아미도기
애미돌	아미돌
애미드	아미드
애미딘	아미딘
애미세틴	아미세틴
애미아	아미아
애미오다론	아미오다론
애미족	아미족
애미카신	아미카신
애미캐신	아미카신
애미터	암미터
애밀기	아밀기
애밀라아제	아밀라아제
애밀렌	아밀렌
애밀로법	아밀로법
애밀로오스	아밀로오스
애밀로오즈	아밀로오스
애밀로이드	아밀로이드
애밀알코올	아밀알코올
애바르족	아바르족
애바스 왕조	아바스 왕조
애바족	아바르족
애버더포이즈의 칭량	애버더포이스의 칭량
애버딘앵구스	애버딘앵거스종
애버레숀	애버레이션
애버레이지	애버리지
애버로에스	아베로에스
애베날린	아베날린
애베스타	아베스타
애보그램	아보그램
애보이더포이스의 칭량	애버더포이스의 칭량
애보카도	아보카도
애보키르만	아부키르만
애부 바크르	아부바크르
애부키르	아부키르만
애브라함	아브라함
애브람	아브람
애브람	아브라함
애브마리아	아베마리아
애브스트랙트 발레	앱스트랙트발레
애비센나	아비센나
애비시니안	아비시니안
애비아나	바비아나
애사 신족	아사 신족
애사이	아사이
애샨티족	아샨티족
애서나시우즈	아타나시우스
애서신	아사신
애서토초산	아세토초산
애셈블러	어셈블러
애셈블리지	어셈블리지
애소린	아소린
애소카	아소카왕
애순시온	아순시온
애쉬르	아슈르
애쉬르바니팔	아슈르바니팔
애쉬타르테	아슈타르테
애슈르	아슈르
애슈르바니팔	아슈르바니팔
애슈타르테	아슈타르테
애스로스	아스록
애스로크	아스록
애스원 댐	아스완 댐
애스원댐	아스완 댐
애스카리돌	아스카리돌
애스코트타이	애스콧타이
애스클레피아스	아스클레피아스
애스클레피아즈	아스클레피아스
애스클레피오스	아스클레피오스
애스클리피아스	아스클레피아스
애스키	아스케
애스키이	아스키
애스타일	아스타일
애스타틴	아스타틴
애스테로이드	아스테로이드
애스테록실론	아스테록실론
애스텍족	아즈텍족
애스트	이스트
애스트라칸	아스트라한
애스트라한	아스트라한
애스트로비젼	아스트로비전
애스트롤라베	아스트롤라베
애스티카 왕국	아스테카 왕국
애스파라기나아제	아스파라기나아제
애스파라긴	아스파라긴
애스파라타아제	아스파르타아제
애스파르템	아스파르템
애스파르팀	아스파르템
애스파크	아스팍
애스팔트	아스팔트
애스패러거스	아스파라거스
애스패러긴	아스파라긴
애스피레이터	아스피레이터
애스피린	아스피린
애스피테	아스피테
애스픽	아스픽
애슬로 검사	아슬로 검사
애슬로검사	아슬로 검사
애시그나	아시냐
애시나	아테나
애시롬	아테롬
애시시	아시시
애시털	아세탈
애시토시스	아테토시스
애시토제	아테토제
애실기	아실기
애야소피아	아야소피아
애웅 산	아웅 산
애이우브	아이유브 왕조
애일리어즈	에일리어스
애전시	에이전시
애절리아	어제일리어
애조기	아조기
애조린	아소린
애조벤젠	아조벤젠
애조카	아소카왕
애조토메터	아조토미터
애조토메트리	아조토메트리
애조토미터	아조토미터
애조토미트리	아조토메트리
애조토박터	아조토박터
애즈테카 왕국	아스테카 왕국
애즈텍족	아즈텍족
애지데	아지드
애지드	아지드
애지리다인	아지리딘
애지리딘	아지리딘
애지타토	아지타토
애질 문화	아질 문화
애카족	아카족
애커나르	아케르나르
애코니틴	아코니틴
애코디언	아코디언
애코디언 플리츠	아코디언플리츠
애코디언도어	아코디언도어
애코디언두어	아코디언도어
애코디언두우어	아코디언도어
애코디온	아코디언
애콰마린	아콰마린
애쿠아마린	아콰마린
애쿠얼렁	애퀄렁
애크로마트	아크로마트
애크로테리온	아크로테리온
애크롤레인	아크롤레인
애크메이즘	아크메이즘
애키메네스	아키메네스
애키메네즈	아키메네스
애타카	아타카
애타케케이스	아타셰케이스
애터튜드	애티튜드
애테나	아테나
애테토시스	아테토시스
애텔리어	아틀리에
애텔리어 극장	아틀리에 극장
애텔리에 극장	아틀리에 극장
애토니	아토니
애토미슴	아토미즘
애토미즘	아토미즘
애토스산	아토스산
애토파이성 체질	아토피성 체질
애토피성 체질	아토피성 체질
애트레우스	아트레우스
애트로파인	아트로핀
애트리엄	아트리움
애트리우스	아트레우스
애틀라스	아틀라스
애틀란티스	어틀랜티즈
애틀랜티스	아틀란티스
애티사	아티샤
애틸라	아틸라
애파치족	아파치족
애퍼크로마틱 렌즈	애퍼크로매틱렌즈
애페타이저	애피타이저
애펠란드라	아펠란드라
애펠레스	아펠레스
애펠레즈	아펠레스
애포 효소	아포 효소
애포레마	아포레마
애포리슴	아포리즘
애포리아	아포리아
애포리즘	아포리즘
애포모르파인	아포모르핀
애포모르핀	아포모르핀
애포산	아포산
애포스린샘	아포크린샘
애포지아투라	아포자투라
애포크라이파	아포크리파
애포크라인샘	아포크린샘
애포크로마트	아포크로마트
애포크로매틱 렌즈	애퍼크로매틱렌즈
애포크리파	아포크리파
애폴로	아폴로
